date,rice,wheat,onion,tomato,potato,sugar,milk,egg,chicken,oil,chili
2021-08-05,48.65,38.23,22.76,21.75,24.09,39.23,54.01,7.47,128.56,131.92,98.06
2021-08-06,49.37,38.7,21.61,20.65,23.31,36.98,55.16,7.3,131.85,134.99,98.62
2021-08-07,49.28,40.4,21.17,19.9,23.02,35.62,57.21,7.11,137.91,141.08,99.03
2021-09-01,41.97,38.7,24.24,21.06,26.62,37.59,50.42,6.59,133.77,134.56,83.56
2021-09-02,43.26,37.28,24.3,21.73,26.48,38.82,49.4,6.89,128.74,129.82,85.63
2021-09-03,44.91,36.53,23.99,22.02,25.9,39.37,49.43,7.15,125.64,127.38,88.84
2021-09-04,47.27,36.61,23.49,22.26,25.13,39.54,51.16,7.52,125.49,130.37,95.61
2021-09-05,48.5,37.5,22.83,21.71,24.56,38.69,53.36,7.52,130.18,133.48,98.58
2021-09-06,49.39,38.74,21.6,20.62,23.29,36.93,55.21,7.3,132.04,135.15,98.7
2021-09-07,49.26,40.46,21.16,19.88,23.02,35.59,57.27,7.1,138.1,141.26,99.01
2021-10-01,42.0,38.65,24.24,21.09,26.63,37.63,50.37,6.6,133.6,134.39,83.62
2021-10-02,43.33,37.25,24.3,21.75,26.46,38.86,49.39,6.9,128.57,129.73,85.74
2021-10-03,44.97,36.52,23.98,22.02,25.86,39.38,49.44,7.16,125.56,127.3,88.98
2021-10-04,47.04,37.56,23.75,22.01,25.21,39.68,51.31,7.49,128.14,128.49,93.83
2021-10-05,49.14,37.55,22.46,21.46,24.09,38.85,53.58,7.4,129.68,133.06,99.12
2021-10-06,49.4,38.78,21.58,20.59,23.27,36.89,55.29,7.3,132.23,135.35,98.75
2021-10-07,49.23,40.52,21.16,19.86,23.02,35.54,57.32,7.09,138.32,141.47,98.99
2021-11-01,42.03,38.6,24.25,21.12,26.64,37.67,50.33,6.61,133.39,134.2,83.68
2021-11-02,43.38,37.21,24.29,21.75,26.45,38.89,49.37,6.91,128.43,129.6,85.81
2021-11-03,45.03,36.51,23.96,22.03,25.84,39.38,49.46,7.17,125.5,127.28,89.11
2021-11-04,47.89,36.71,23.3,22.3,25.08,40.15,51.82,7.46,127.2,128.59,94.52
2021-11-05,49.0,38.29,23.0,21.57,24.51,38.67,54.02,7.52,130.91,131.07,98.21
2021-11-06,49.41,38.84,21.55,20.57,23.25,36.85,55.34,7.29,132.41,135.53,98.79
2021-11-07,49.22,40.57,21.15,19.83,23.02,35.49,57.38,7.08,138.52,141.67,98.97
2021-12-01,42.06,38.54,24.26,21.14,27.93,37.73,50.29,6.62,133.18,134.03,83.7
2021-12-02,43.44,37.18,24.29,21.77,26.43,38.92,49.35,6.92,128.3,129.48,85.92
2021-12-03,45.09,36.5,23.94,22.04,25.81,39.39,49.49,7.17,125.41,127.19,89.24
2021-12-04,48.05,37.25,23.3,22.31,25.09,40.07,52.28,7.4,128.09,130.84,96.03
2021-12-05,49.31,38.12,22.98,21.74,24.35,38.36,53.11,7.5,129.85,131.93,99.2
2021-12-06,49.41,38.9,21.53,20.55,23.24,36.81,55.43,7.28,132.63,135.72,98.84
2021-12-07,49.2,40.62,21.15,19.81,23.03,35.46,57.41,7.07,138.77,141.84,98.96
,41.77,37.06,18.48,16.77,20.56,29.89,51.9,5.89,126.16,127.02,84.51
,41.72,37.09,18.48,16.76,20.57,29.86,51.89,5.88,126.31,127.16,84.42
,41.67,37.13,18.49,16.75,20.59,29.84,51.91,5.88,126.39,127.3,84.32
,41.61,37.15,18.5,16.74,20.62,29.82,51.93,5.87,126.54,127.41,84.23
,41.56,37.21,18.51,16.74,20.64,29.81,51.93,5.86,126.66,127.45,84.17
,41.52,37.24,18.53,16.74,20.65,29.79,51.93,5.86,126.73,127.59,84.1
,41.5,37.28,18.54,16.74,20.68,29.8,51.95,5.85,126.85,127.73,84.02
,41.46,37.32,18.55,16.73,20.7,29.78,51.97,5.84,126.95,127.84,83.95
,41.41,37.34,18.56,16.73,20.73,29.77,51.97,5.83,127.06,127.96,83.88
,41.36,37.38,18.57,16.72,20.75,29.75,51.97,5.83,127.2,128.06,83.77
,41.31,37.41,18.59,16.71,20.76,29.74,51.97,5.82,127.34,128.18,83.7
,41.27,37.44,18.6,16.7,20.78,29.72,51.97,5.81,127.49,128.3,83.62
,41.23,37.47,18.62,16.7,20.8,29.71,51.99,5.81,127.64,128.41,83.52
,41.18,37.5,18.63,16.69,20.82,29.69,52.0,5.8,127.73,128.57,83.43
,41.12,37.52,18.65,16.68,20.84,29.68,52.0,5.79,127.87,128.63,83.33
,41.07,37.55,18.68,16.68,20.87,29.68,52.0,5.79,127.95,128.72,83.24
,41.02,37.57,18.69,16.67,20.9,29.66,52.0,5.78,128.09,128.79,83.16
,40.97,37.6,18.7,16.67,20.92,29.66,52.01,5.78,128.21,128.9,83.05
,40.92,37.62,18.72,16.67,20.96,29.65,52.01,5.77,128.31,128.95,82.96
,40.27,37.89,18.97,16.67,21.29,29.64,51.91,5.7,129.43,129.85,81.72
,40.21,37.91,19.0,16.68,21.32,29.65,51.9,5.69,129.45,129.91,81.6
,40.16,37.93,19.02,16.67,21.35,29.65,51.9,5.69,129.56,129.97,81.49
,40.11,37.93,19.04,16.67,21.39,29.66,51.87,5.68,129.61,130.0,81.41
,40.07,37.94,19.06,16.67,21.41,29.66,51.83,5.67,129.66,130.02,81.31
,40.02,37.95,19.08,16.68,21.44,29.67,51.82,5.67,129.73,130.06,81.22
,39.98,37.97,19.11,16.69,21.48,29.68,51.81,5.67,129.79,130.09,81.11
,39.93,37.98,19.12,16.69,21.51,29.67,51.8,5.66,129.85,130.15,81.02
,39.87,37.98,19.14,16.7,21.54,29.68,51.77,5.66,129.92,130.2,80.91
,39.81,37.98,19.17,16.7,21.57,29.69,51.73,5.66,129.96,130.22,80.77
,39.77,38.0,19.19,16.71,21.6,29.7,51.71,5.65,129.98,130.25,80.69
,39.71,38.0,19.22,16.72,21.63,29.71,51.7,5.65,130.05,130.3,80.59
,39.66,38.01,19.24,16.72,21.66,29.71,51.66,5.64,130.07,130.29,80.47
,39.62,38.01,19.27,16.73,21.69,29.72,51.64,5.64,130.09,130.28,80.37
,39.56,38.01,19.29,16.74,21.72,29.74,51.6,5.63,130.13,130.29,80.26
,39.52,38.02,19.32,16.74,21.75,29.75,51.58,5.63,130.13,130.31,80.18
,39.47,38.03,19.34,16.75,21.79,29.77,51.52,5.63,130.16,130.31,80.09
,39.41,38.02,19.37,16.76,21.82,29.79,51.49,5.62,130.21,130.31,79.97
,39.55,39.6,20.25,17.4,22.6,30.9,51.83,5.78,135.46,136.58,82.12
,39.42,39.0,20.19,17.52,22.54,30.91,52.73,5.71,132.09,136.19,79.98
,39.02,39.11,20.78,17.05,23.32,30.23,52.69,5.65,132.19,133.8,80.14
,39.27,38.89,20.74,17.18,22.91,30.98,53.39,5.85,132.56,133.07,79.25
,40.33,37.99,20.16,17.11,23.11,30.73,51.99,5.74,132.22,130.15,79.94
,40.52,38.33,20.0,17.33,22.88,31.5,52.62,5.62,131.84,134.71,79.08
,39.26,38.81,20.75,17.27,23.15,31.55,50.82,5.7,135.05,133.76,80.69
,39.37,38.45,20.93,17.67,22.91,31.36,51.82,5.67,130.34,136.14,79.94
,39.87,38.2,20.26,17.15,22.89,31.29,51.06,5.64,134.83,133.88,80.93
,40.14,38.8,20.36,17.72,23.25,30.43,52.66,5.84,135.44,136.42,78.98
,39.54,38.43,20.98,17.13,23.23,30.41,52.61,5.83,130.43,135.41,79.67
,39.12,38.28,20.77,17.28,22.93,31.58,51.02,5.64,130.36,135.95,78.62
,39.12,38.64,20.39,17.8,22.79,30.99,51.17,5.68,131.81,131.87,81.17
,39.62,37.99,20.71,17.77,23.07,31.06,52.08,5.79,131.29,130.64,79.48
,38.26,39.47,21.1,17.57,23.16,31.7,52.13,5.64,133.66,134.75,78.04
,39.4,39.33,21.0,17.23,23.44,31.4,51.86,5.75,134.21,134.61,78.33
,38.85,39.01,20.96,17.73,23.8,30.77,52.65,5.78,133.87,130.83,77.52
,39.66,37.86,20.99,17.57,22.83,30.84,52.27,5.77,131.99,134.35,77.22
,38.29,39.09,20.45,17.52,23.09,30.57,51.07,5.78,132.83,133.13,79.04
,38.59,38.04,20.69,17.55,23.41,32.46,51.16,5.8,134.51,129.26,76.41
,37.76,37.75,21.64,17.99,23.21,31.18,50.75,5.85,131.66,130.56,76.22
,37.7,38.19,21.43,18.21,24.05,32.18,49.39,5.8,128.81,128.85,78.42
,38.19,37.4,21.49,17.7,24.34,31.26,49.72,5.62,128.59,130.91,78.32
,39.01,38.42,21.58,17.8,23.5,32.5,50.15,5.86,131.41,131.08,78.6
,38.84,38.58,21.56,17.92,24.04,32.59,49.61,5.83,131.66,133.56,76.1
,38.97,37.37,21.28,17.84,24.2,32.74,49.96,5.73,128.58,130.07,79.2
,38.44,37.23,21.61,18.02,24.42,31.68,49.37,5.72,133.85,130.94,77.65
,38.27,37.28,21.53,18.19,24.13,31.64,49.62,5.76,132.4,132.84,77.96
,37.7,38.6,21.8,18.33,24.54,32.27,50.28,5.88,132.8,129.14,75.56
,38.02,37.91,21.77,18.61,23.83,31.96,50.8,5.71,131.27,131.21,79.0
,38.2,37.76,21.0,18.61,23.87,32.53,49.52,5.67,131.7,131.6,77.44
,37.55,37.05,21.38,18.32,24.12,32.42,50.22,5.89,129.85,128.77,77.41
,37.77,38.01,21.05,18.48,23.95,31.89,48.8,5.66,131.55,127.6,78.79
,38.45,38.37,19.9,18.7,23.53,32.89,49.72,5.92,133.34,129.58,78.68
,38.7,38.25,21.69,17.96,24.41,33.04,50.58,5.75,131.08,128.49,75.96
,39.17,37.84,22.0,17.91,24.46,33.34,48.36,5.81,128.97,127.78,78.59
,39.05,36.81,21.23,17.96,24.47,32.48,48.88,5.71,128.47,132.14,77.81
,37.27,36.08,21.39,18.29,23.85,32.45,47.43,5.75,124.86,124.17,74.66
,37.27,36.05,21.41,18.32,23.87,32.5,47.37,5.75,124.67,124.04,74.63
,37.27,36.01,21.44,18.34,23.88,32.54,47.32,5.76,124.47,133.15,74.63
,37.28,35.96,21.46,18.37,23.9,32.6,47.26,5.76,124.3,123.72,74.62
,37.28,35.9,21.49,18.39,23.91,32.66,47.2,5.77,124.15,123.55,74.62
,37.27,35.86,21.51,18.42,23.92,32.71,47.16,5.78,124.02,123.38,74.61
,37.28,35.82,21.53,18.45,23.93,32.75,47.13,5.78,123.86,123.29,74.59
,37.29,35.77,21.56,18.48,23.94,32.79,47.07,5.79,123.66,123.13,74.61
,37.31,35.72,21.57,18.51,23.96,32.84,47.0,5.8,123.54,123.01,74.6
,37.32,35.67,21.59,18.53,23.97,32.89,46.96,5.8,123.37,122.9,74.6
,37.34,35.63,21.62,18.55,23.99,32.93,46.89,5.81,123.23,122.74,74.62
,37.37,35.57,21.63,18.57,23.99,32.97,46.84,5.82,123.05,122.59,74.61
,37.38,35.54,21.65,18.6,24.0,33.02,46.79,5.82,122.89,122.44,74.62
,37.39,35.49,21.68,18.63,24.01,33.06,46.73,5.83,122.75,122.24,74.63
,37.39,35.44,21.7,18.66,24.02,33.11,46.69,5.84,122.57,122.05,74.63
,37.42,35.39,21.72,18.68,24.04,33.16,46.63,5.85,122.43,121.9,74.65
,37.44,35.35,21.73,18.71,24.05,33.21,46.58,5.86,122.27,121.73,74.65
,32.36,35.3,21.75,18.73,24.06,33.25,46.54,5.86,122.1,121.62,74.67
,37.47,35.25,21.76,18.76,24.07,33.3,46.5,5.87,121.98,121.46,74.68
,37.81,34.68,21.9,19.09,24.16,33.84,45.95,5.98,119.99,119.66,75.16
,37.84,34.63,21.9,19.1,24.16,33.88,45.9,5.99,119.9,119.55,75.19
,37.88,34.59,21.91,19.12,24.16,33.93,45.86,6.0,119.77,119.41,75.25
,37.91,34.54,21.92,19.15,24.16,33.97,45.84,6.01,119.64,119.26,75.31
,37.94,34.49,21.92,19.17,24.16,34.01,45.81,6.02,119.5,119.13,75.36
,37.96,34.45,21.93,19.2,24.16,34.06,45.77,6.03,119.34,119.01,75.43
,37.99,34.42,21.93,19.22,24.15,34.09,45.73,6.04,119.19,118.86,75.47
,38.03,34.37,21.93,19.24,24.14,34.13,45.7,6.04,119.04,118.75,75.55
,38.07,34.33,21.94,19.27,24.15,34.18,45.67,6.05,118.87,118.62,75.61
,38.11,34.27,21.95,19.29,24.13,34.22,45.65,6.06,118.69,118.42,75.66
,38.15,34.24,21.97,19.31,24.13,34.26,45.61,6.07,118.55,118.3,75.74
,38.21,34.2,21.97,19.33,24.13,34.3,45.59,6.08,118.39,118.13,75.79
,38.25,34.16,21.98,19.35,24.12,34.34,45.56,6.09,118.28,118.01,75.82
,38.28,34.11,21.98,19.37,24.11,34.38,45.54,6.1,118.15,117.9,75.86
,38.32,34.08,21.98,19.38,24.11,34.41,45.5,6.11,117.96,117.77,75.95
,38.36,34.04,21.99,19.4,24.1,34.45,45.46,6.11,117.86,117.66,76.02
,38.41,34.0,21.99,19.42,24.1,34.49,45.45,6.12,117.71,117.55,76.09
,38.45,33.95,21.99,19.43,24.09,34.54,45.45,6.13,117.56,117.41,76.18
,38.49,33.9,22.0,19.45,24.08,34.57,45.43,6.14,117.38,117.3,76.26
,39.14,33.46,21.98,19.65,23.96,34.95,45.23,6.27,115.71,115.81,77.29
,39.18,33.43,21.98,19.67,23.95,34.98,45.23,6.27,115.58,115.7,77.41
,39.25,33.41,21.97,19.67,23.92,35.01,45.23,6.28,115.47,115.62,77.49
,39.3,33.39,21.97,19.68,23.91,35.03,45.22,6.29,115.39,115.51,77.57
,39.36,33.37,21.97,19.69,23.89,35.05,45.23,6.3,115.29,115.44,77.64
,39.42,33.34,21.96,19.7,23.89,35.07,45.22,6.31,115.13,115.37,77.73
,39.47,33.33,21.95,19.72,23.87,35.1,45.22,6.31,115.07,115.24,77.8
,39.53,33.3,21.95,19.73,23.86,35.12,45.21,6.32,114.98,115.16,77.91
,39.6,33.29,21.93,19.75,23.84,35.13,45.22,6.33,114.89,115.09,78.01
,39.65,33.26,21.93,19.76,23.82,35.15,45.23,6.34,114.8,115.01,78.1
,39.7,33.23,21.91,19.76,23.8,35.17,45.24,6.35,114.72,114.93,78.21
,39.76,33.21,21.9,19.77,23.78,35.19,45.25,6.36,114.63,114.83,78.32
,39.82,33.19,21.89,19.78,23.76,35.2,45.25,6.37,114.52,114.78,78.45
,39.88,33.18,21.87,19.79,23.74,35.22,45.26,6.37,114.44,114.71,78.56
,39.95,33.16,21.87,19.8,23.72,35.24,45.27,6.38,114.36,114.61,78.67
,40.01,33.14,21.86,19.81,23.7,35.25,45.27,6.39,114.28,114.56,78.74
,40.75,32.96,21.66,19.87,23.41,35.4,45.45,6.49,113.37,113.86,80.27
,40.81,32.94,21.64,19.88,23.38,35.39,45.46,6.5,113.31,113.9,80.37
,40.87,32.94,21.63,19.88,23.36,35.39,45.5,6.5,113.27,113.88,80.49
,40.92,32.93,21.61,19.88,23.33,35.4,45.52,6.51,113.22,113.86,80.58
,41.0,32.92,21.59,19.88,23.31,35.41,45.55,6.52,113.19,113.79,80.71
,41.06,32.91,21.57,19.88,23.28,35.41,45.59,6.52,113.13,113.78,80.81
,41.12,32.92,21.55,19.88,23.25,35.42,45.63,6.53,113.06,113.76,80.9
,41.17,32.92,21.53,19.88,23.22,35.41,45.65,6.54,113.03,113.74,81.05
,41.25,32.92,21.52,19.88,23.19,35.41,45.69,6.54,113.01,113.72,81.15
,41.33,32.91,21.5,19.88,23.16,35.41,45.72,6.55,112.97,113.71,81.26
,41.4,32.9,21.48,19.88,23.13,35.41,45.76,6.56,112.91,113.7,81.38
,41.46,32.89,21.45,19.88,23.1,35.41,45.8,6.56,112.92,113.75,81.47
,41.52,32.88,21.43,19.87,23.08,35.4,45.84,6.56,112.89,113.74,81.6
,41.59,32.89,21.41,19.87,23.05,35.39,45.89,6.57,112.86,113.75,81.71
,41.66,32.88,21.39,19.86,23.02,35.39,45.93,6.58,112.88,113.74,81.81
,41.71,32.88,21.36,19.86,23.0,35.38,45.96,6.58,112.92,113.77,81.95
,41.77,32.9,21.34,19.85,22.98,35.37,46.0,6.59,112.92,113.79,82.05
,41.81,32.9,21.31,19.84,22.96,35.37,46.04,6.59,112.94,113.79,82.18
,41.87,32.9,21.28,19.84,22.92,35.36,46.08,6.6,112.91,113.77,82.3
,43.06,33.28,21.26,20.15,22.57,35.41,47.07,6.68,116.18,117.44,85.83
,42.71,33.66,21.28,20.18,22.89,35.38,47.52,6.83,114.88,117.63,86.32
,42.78,33.39,21.11,20.1,22.71,35.83,47.6,6.74,114.14,116.53,84.38
,43.87,34.06,21.36,20.09,23.02,35.56,48.12,6.81,115.53,115.21,86.61
,43.2,33.34,21.39,20.07,22.67,35.19,47.38,6.72,115.34,117.44,84.34
,43.56,33.38,21.01,19.97,22.57,36.09,48.14,6.73,115.03,116.57,85.71
,43.33,34.05,20.86,19.86,22.95,35.52,48.43,6.67,116.74,117.63,86.48
,44.19,33.16,21.2,20.06,22.6,35.7,48.31,6.86,116.24,117.7,86.62
,43.35,33.85,21.13,19.8,22.33,35.99,48.47,6.83,114.27,115.26,86.6
,43.64,33.9,21.0,19.93,22.56,35.45,48.25,6.69,115.74,117.12,86.2
,44.27,34.04,21.13,19.85,22.71,35.87,48.57,6.88,114.16,116.78,86.64
,44.28,34.2,21.05,19.74,22.41,35.95,47.58,6.8,114.77,118.47,86.85
,43.48,34.23,20.83,20.13,22.5,35.15,48.42,6.85,117.09,116.31,86.45
,44.33,33.34,20.91,19.69,22.21,35.88,48.51,6.69,115.64,116.1,86.82
,43.95,34.13,20.9,19.71,22.53,35.04,48.15,6.76,117.15,118.63,87.57
,44.03,33.99,21.15,19.6,22.61,35.18,47.71,6.82,114.73,116.12,86.3
,43.63,34.02,21.17,19.97,22.35,35.71,48.56,6.7,114.91,118.08,86.97
,43.61,33.52,21.1,19.81,22.33,35.78,47.81,6.78,115.49,116.83,85.76
,44.13,34.73,20.71,19.24,21.74,35.2,49.24,6.83,115.68,118.47,88.93
,44.47,34.48,20.42,19.43,22.12,34.51,49.74,6.86,117.59,118.97,87.54
,44.48,34.17,20.74,19.58,21.89,34.79,49.46,6.8,119.26,118.29,88.43
,44.48,34.43,20.46,19.56,21.66,35.02,48.9,6.68,117.69,117.99,89.88
,45.39,34.01,20.47,19.39,21.79,34.4,50.19,6.75,119.05,118.28,89.05
,44.56,34.98,20.1,19.52,21.8,34.84,50.27,6.69,116.84,118.47,87.77
,44.63,34.39,20.16,19.4,21.98,35.0,49.51,6.82,118.44,118.75,88.7
,45.31,34.55,20.41,19.64,21.67,34.76,50.45,6.68,119.49,119.69,88.81
,44.94,34.46,20.26,19.15,21.8,34.62,50.29,6.7,118.12,120.52,89.7
,45.4,34.85,20.29,19.38,21.81,34.92,49.85,6.75,118.47,120.75,90.05
,44.49,34.87,20.0,19.29,21.79,35.03,49.82,6.75,117.19,118.63,87.93
,45.08,34.98,20.43,19.1,22.1,34.18,50.83,6.74,117.14,122.05,88.57
,44.5,34.56,20.38,19.4,21.48,34.67,50.52,6.75,118.78,121.89,88.63
,44.55,34.65,20.0,19.1,22.04,34.0,50.11,6.8,120.22,122.56,90.52
,45.69,34.49,20.24,19.14,21.78,33.91,50.59,6.72,120.62,120.55,89.45
,44.68,35.09,20.32,19.11,21.9,34.12,50.55,6.75,119.83,121.77,90.38
,45.24,34.5,20.2,19.02,21.65,34.79,50.55,6.7,120.61,120.13,89.25
,45.11,35.12,19.98,19.1,21.65,34.33,50.83,6.71,120.44,122.6,90.09
,45.04,35.46,20.17,19.1,21.9,34.0,50.75,6.76,120.48,120.41,88.99
,44.78,35.2,19.51,18.52,21.11,33.2,50.89,6.58,120.07,122.1,88.87
,44.79,35.25,19.49,18.49,21.09,33.17,50.96,6.58,120.22,122.28,88.86
,44.8,35.3,19.47,18.47,21.07,33.13,51.03,6.57,120.37,122.49,88.9
,44.8,35.36,19.46,18.45,21.05,33.09,51.08,6.57,120.53,122.64,88.94
,44.81,35.42,19.44,18.43,21.03,33.05,51.15,6.56,120.74,122.83,88.98
,44.82,35.48,19.42,18.4,21.02,33.0,51.23,6.55,120.91,123.02,89.01
,44.81,35.53,19.41,18.39,21.01,32.96,51.3,6.55,121.13,123.18,89.03
,44.82,35.57,19.39,18.36,20.99,32.92,51.36,6.54,121.34,123.37,89.06
,44.8,35.61,19.38,18.34,20.98,32.88,51.41,6.54,121.47,123.56,89.11
,44.81,35.68,19.36,18.32,20.97,32.84,51.49,6.53,121.64,123.73,89.1
,44.81,35.72,19.35,18.3,20.97,32.8,51.56,6.53,121.8,123.94,89.13
,44.81,35.76,19.34,18.27,20.97,32.76,51.62,6.52,121.96,124.1,89.14
,44.82,35.83,19.32,18.25,20.96,32.72,51.69,6.51,122.17,124.29,89.15
,44.82,35.88,19.32,18.22,20.96,32.67,51.74,6.51,122.37,124.47,89.14
,44.81,35.94,19.3,18.2,20.96,32.62,51.79,6.5,122.6,124.64,89.15
,44.81,36.0,19.29,18.17,20.95,32.58,51.83,6.49,122.78,124.83,89.18
,44.81,36.06,19.28,18.15,20.95,32.53,51.9,6.49,122.97,125.01,89.18
,44.81,36.12,19.27,18.13,20.95,32.49,51.96,6.48,123.14,125.16,89.19
,44.63,36.85,19.14,17.85,20.91,32.01,52.69,6.39,125.65,127.56,89.0
,44.61,36.89,19.14,17.82,20.92,31.97,52.76,6.38,125.82,127.76,88.99
,44.58,36.95,19.13,17.8,20.93,31.93,52.8,6.38,126.01,127.98,88.96
,44.55,36.99,19.13,17.79,20.93,31.9,52.86,6.37,126.2,128.16,88.92
,44.53,37.05,19.12,17.77,20.94,31.86,52.92,6.36,126.38,128.32,88.9
,44.5,37.09,19.11,17.75,20.95,31.83,52.95,6.36,126.52,128.48,88.88
,44.48,37.14,19.11,17.73,20.95,31.79,52.98,6.35,126.69,128.62,88.85
,44.46,37.19,19.12,17.71,20.95,31.76,53.02,6.34,126.88,128.81,88.82
,44.44,37.25,19.11,17.69,20.96,31.73,53.06,6.33,127.06,128.97,88.79
,44.41,37.3,19.11,17.68,20.97,31.7,53.12,6.32,127.19,129.07,88.73
,44.4,37.35,19.11,17.66,20.98,31.67,53.16,6.32,127.39,129.29,88.68
,44.37,37.38,19.11,17.64,21.0,31.63,53.21,6.31,127.55,129.45,88.66
,44.34,37.43,19.12,17.62,21.0,31.6,53.25,6.3,127.74,129.6,88.62
,44.32,37.48,19.12,17.61,21.02,31.56,53.29,6.29,127.93,129.8,88.55
,44.3,37.53,19.12,17.59,21.02,31.52,53.33,6.28,128.11,129.94,88.48
,44.28,37.57,19.12,17.57,21.03,31.49,53.38,6.28,128.32,130.13,88.41
,44.25,37.62,19.12,17.55,21.05,31.47,53.41,6.27,128.52,130.27,88.37
,44.22,37.66,19.12,17.54,21.07,31.45,53.44,6.26,128.67,130.4,88.32
,44.18,37.71,18.02,17.52,21.08,31.41,53.48,6.25,128.83,130.6,88.3
,43.68,38.26,19.2,17.34,21.26,31.1,53.78,6.15,130.86,132.46,87.52
,43.63,38.3,19.21,17.33,21.28,31.08,53.79,6.14,130.98,132.59,87.43
,43.58,38.34,19.22,17.32,21.29,31.06,53.81,6.13,131.12,132.74,87.38
,43.54,38.37,19.22,17.31,21.3,31.04,53.83,6.12,131.25,132.89,87.31
,43.49,38.4,19.23,17.3,21.32,31.02,53.85,6.11,131.41,133.02,87.24
,43.44,38.43,19.24,17.29,21.34,30.99,53.86,6.11,131.55,133.13,87.15
,43.4,38.48,19.25,17.29,21.36,30.97,53.87,6.1,131.7,133.24,87.06
,43.35,38.52,19.27,17.28,21.39,30.96,53.89,6.09,131.81,133.37,86.98
,43.31,38.56,19.28,17.27,21.41,30.95,53.9,6.09,131.94,133.51,86.92
,43.24,38.59,19.29,17.27,21.43,30.93,53.91,6.08,132.08,133.62,86.86
,43.19,38.63,19.31,17.26,21.45,30.92,53.91,6.07,132.18,133.72,86.78
,43.14,38.67,19.32,17.26,21.48,30.91,53.92,6.06,132.28,133.86,86.69
,43.09,38.71,19.33,17.26,21.5,30.89,53.93,6.06,132.4,133.95,86.61
,43.04,38.74,19.35,17.25,21.51,30.88,53.94,6.05,132.51,134.07,86.54
,42.99,38.77,19.36,17.24,21.54,30.87,53.94,6.04,132.66,134.17,86.45
,42.96,38.8,19.37,17.24,21.57,30.86,53.94,6.04,132.79,134.25,86.35
,42.91,38.82,19.4,17.23,21.59,30.84,53.95,6.03,132.89,134.38,86.27
,42.85,38.86,19.41,17.23,21.61,30.83,53.94,6.02,132.99,134.48,86.17
,42.79,38.9,19.43,17.23,21.64,30.83,53.94,6.02,133.11,134.55,86.07
,42.17,39.15,19.69,17.21,22.02,30.81,53.77,5.94,134.16,135.32,84.8
,42.11,39.17,19.71,17.22,22.05,30.81,53.76,5.93,134.2,135.41,84.68
,42.05,39.19,19.73,17.22,22.09,30.81,53.74,5.93,134.26,135.46,84.57
,42.0,39.22,19.75,17.23,22.13,30.82,53.73,5.92,134.32,135.49,84.47
,41.96,39.23,19.77,17.24,22.16,30.83,53.71,5.91,134.41,135.54,84.39
,41.91,39.24,19.79,17.24,22.2,30.83,53.67,5.91,134.47,135.56,84.31
,41.85,39.26,19.82,17.24,22.22,30.84,53.64,5.9,134.52,135.54,84.2
,41.8,39.26,19.84,17.25,22.25,30.84,53.6,5.9,134.56,135.64,84.08
,41.73,39.26,19.86,17.26,22.28,30.84,53.57,5.89,134.56,135.68,83.97
,41.69,39.26,19.88,17.26,22.31,30.85,53.53,5.89,134.6,135.69,83.85
,41.64,39.27,19.91,17.26,22.36,30.86,53.5,5.89,134.66,135.67,83.73
,41.59,39.27,19.93,17.27,22.39,30.88,53.5,5.88,134.7,135.66,83.61
,41.54,39.28,19.96,17.27,22.42,30.88,53.48,5.88,134.76,135.72,83.51
,41.47,39.29,19.99,17.28,22.45,30.89,53.46,5.87,134.82,135.78,83.39
,41.41,39.3,20.02,17.29,22.48,30.9,53.44,5.87,134.82,135.81,83.3
,41.37,39.3,20.05,17.29,22.52,30.92,53.41,5.86,134.83,135.79,83.21
,41.33,39.3,20.07,17.3,22.55,30.93,53.37,5.86,134.88,135.84,83.08
,41.28,39.31,20.09,17.31,22.59,30.95,53.35,5.85,134.91,135.85,82.96
,41.95,39.65,20.59,18.31,23.7,31.48,54.19,5.99,141.17,137.34,82.97
,40.97,39.47,20.76,17.62,23.87,32.1,54.81,6.09,138.5,138.87,83.26
,41.68,41.05,20.98,18.34,23.47,32.47,53.16,6.06,137.97,140.51,83.21
,41.43,40.87,20.59,17.83,23.88,31.8,55.18,5.89,138.61,138.62,81.79
,42.4,40.74,21.39,17.68,23.44,32.57,53.69,5.95,136.94,136.31,81.84
,41.62,39.32,21.27,17.89,23.45,32.46,54.99,5.82,140.94,138.39,84.46
,41.04,40.87,21.27,18.08,24.03,32.59,53.46,5.87,140.16,136.47,81.58
,40.52,40.06,21.25,17.75,23.84,32.97,54.0,6.02,139.52,140.42,83.52
,40.54,39.86,21.33,17.84,24.06,32.19,53.54,5.83,138.68,136.41,82.4
,40.64,40.24,21.71,18.35,23.61,32.09,54.07,5.87,141.19,138.51,84.52
,40.65,39.35,20.78,18.5,24.03,32.67,52.74,6.07,136.61,139.89,80.8
,41.79,40.63,20.85,17.92,23.89,32.89,53.23,6.03,136.44,136.65,83.77
,41.17,40.26,21.04,17.79,24.09,31.95,52.31,6.02,136.06,135.56,82.29
,41.05,39.46,21.04,18.38,23.76,33.01,53.63,6.05,139.38,138.77,80.24
,40.2,39.46,21.09,18.24,24.29,31.79,54.51,6.01,139.68,135.23,81.16
,41.65,39.44,21.63,17.81,24.43,31.74,52.07,5.83,138.27,138.75,81.65
,41.35,39.18,21.45,18.58,23.83,32.01,53.62,5.95,138.57,139.79,81.2
